"4610.0 Water Account, Australia, 2021-22",,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 19 October 2023,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2021-22",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit,   2014-15   ,   2015-16   ,   2016-17   ,   2017-18   ,   2018-19   ,   2019-20   ,   2020-21   ,  2021-22  
Western Australia,5,Households (e),HH,Use,Distributed,ML,"242,440.79","245,142.07","233,744.87","234,416.53","236,322.50","247,006.82","248,004.73","251,454.95"
Western Australia,5,Environment,Environment,Use,Distributed,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Use,Distributed,ML,"633,251.56","600,852.60","610,636.16","656,518.80","740,669.08","759,362.92","703,706.46","731,186.88"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Mining,B,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Manufacturing,C,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Electricity and gas supply,D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,"166,852.00","166,061.00","167,658.27","168,373.90","168,245.00","168,382.00","173,382.00","179,609.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Wastewater (c),ML,"166,852.00","166,061.00","167,658.27","168,373.90","168,245.00","168,382.00","173,382.00","179,609.00"
Western Australia,5,Other industries,E -S,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total industry,Total industry,Use,Wastewater (c),ML,"166,852.00","166,061.00","167,658.27","168,373.90","168,245.00","168,382.00","173,382.00","179,609.00"
Western Australia,5,Households (e),HH,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Environment,Environment,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total,Total,Use,Wastewater (c),ML,"166,852.00","166,061.00","167,658.27","168,373.90","168,245.00","168,382.00","173,382.00","179,609.00"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Reuse,ML, np , np , np ,"4,878.00","4,397.00","4,386.00","5,223.00","5,680.00"
Western Australia,5,Mining,B,Use,Reuse,ML,337,255,250,33, - , - , - , - 
Western Australia,5,Manufacturing,C,Use,Reuse,ML,"7,132.00","7,787.00", np ,"4,548.00","5,707.00","6,905.00","6,233.00","5,359.00"
Western Australia,5,Electricity and gas supply,D,Use,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Reuse,ML,"5,068.00","5,511.00","5,512.18","3,824.60","3,376.00","3,610.00","4,143.00","3,561.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Reuse,ML,"5,068.00","5,511.00","5,512.18","3,824.60","3,376.00","3,610.00","4,143.00","3,561.00"
Western Australia,5,Other industries,E -S,Use,Reuse,ML, np , np , np ,"22,844.67","24,780.67","25,891.78","26,496.58","29,425.02"
Western Australia,5,Total industry,Total industry,Use,Reuse,ML,"37,657.40","40,279.67","39,908.01","36,128.27","38,260.67","40,792.78","42,095.58","44,025.02"
Western Australia,5,Households (e),HH,Use,Reuse,ML,40,33, - , - , - , - , - , - 
Western Australia,5,Environment,Environment,Use,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Use,Reuse,ML,"37,697.40","40,312.67","39,908.01","36,128.27","38,260.67","40,792.78","42,095.58","44,025.02"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Mining,B,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Manufacturing,C,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Electricity and gas supply,D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Other industries,E -S,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total industry,Total industry,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Households (e),HH,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Environment,Environment,Use,Return flows (b),ML,"2,338,977.85","2,446,758.16","2,447,977.47","2,503,356.31","2,503,938.43","2,428,228.67","1,801,392.31","1,410,622.86"
Western Australia,5,Total,Total,Use,Return flows (b),ML,"2,338,977.85","2,446,758.16","2,447,977.47","2,503,356.31","2,503,938.43","2,428,228.67","1,801,392.31","1,410,622.86"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Mining,B,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Manufacturing,C,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Electricity and gas supply,D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Other industries,E -S,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total industry,Total industry,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Households (e),HH,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Environment,Environment,Supply,Self-extracted,ML,"33,156,451.14","31,278,380.59","35,745,404.06","36,522,597.84","36,589,053.07","40,987,908.25","33,375,166.65","33,954,340.16"
Tasmania,6,Total,Total,Supply,Self-extracted,ML,"33,156,451.14","31,278,380.59","35,745,404.06","36,522,597.84","36,589,053.07","40,987,908.25","33,375,166.65","33,954,340.16"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Mining,B,Supply,Distributed,ML, np , np , np ,425.616,325.1819,363.783,455.0071, np 
Tasmania,6,Manufacturing,C,Supply,Distributed,ML,152.0374,117.4814,118.8799, np , np ,124.3617,131.0682, np 
Tasmania,6,Electricity and gas supply,D,Supply,Distributed,ML, np , np , np , np , np , - , - , - 
Tasmania,6,"Water supply, sewerage and drainage services",D,Supply,Distributed,ML,"125,051.09","172,806.77","160,187.12","183,588.22","196,232.07","233,190.20","223,983.23","236,266.00"
Tasmania,6,"Waste collection, treatment and disposal services",D,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Supply,Distributed,ML, np , np , np , np , np ,"233,190.31","223,983.32","236,266.11"
Tasmania,6,Other industries,E -S,Supply,Distributed,ML, na , na , na , na , na , na , na , na 
Tasmania,6,Total industry,Total industry,Supply,Distributed,ML,"125,583.86","173,249.94","160,669.87","184,147.37","196,690.51","233,678.45","224,569.39","236,851.10"
Tasmania,6,Households (e),HH,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Environment,Environment,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total,Total,Supply,Distributed,ML,"125,583.86","173,249.94","160,669.87","184,147.37","196,690.51","233,678.45","224,569.39","236,851.10"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Mining,B,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Manufacturing,C,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Electricity and gas supply,D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Other industries,E -S,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Total industry,Total industry,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Households (e),HH,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Environment,Environment,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Total,Total,Supply,Wastewater (a),ML,"51,009.00","50,695.00","56,212.00","51,382.00","51,173.00","52,493.00","53,979.00","57,548.00"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Mining,B,Supply,Reuse,ML, np ,452.1695,504.9102,591.3176,451.9186,505.4913,631.9631, np 
Tasmania,6,Manufacturing,C,Supply,Reuse,ML,251.1098,231.0594,218.665,152.5581,151.9964,159.5521,179.793, np 
Tasmania,6,Electricity and gas supply,D,Supply,Reuse,ML, np , np , np , - , - , - , - , - 
Tasmania,6,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,"5,007.00","5,615.00","4,910.00","5,709.00","5,755.00","6,093.00","5,224.00","4,441.00"
Tasmania,6,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML, - , np , np , - , - , - , - , - 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Supply,Reuse,ML, np ,"5,615.05","4,910.01","5,709.01","5,755.01","6,093.01","5,224.01","4,441.01"
Tasmania,6,Other industries,E -S,Supply,Reuse,ML, na , na , na , na , na , na , na , na 
Tasmania,6,Total industry,Total industry,Supply,Reuse,ML,"5,786.76","6,298.28","5,633.59","6,452.89","6,358.93","6,758.05","6,035.77","5,262.95"
Tasmania,6,Households (e),HH,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Environment,Environment,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total,Total,Supply,Reuse,ML,"5,786.76","6,298.28","5,633.59","6,452.89","6,358.93","6,758.05","6,035.77","5,262.95"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Mining,B,Supply,Return flows (b),ML, np , np , np ,"15,382.25","11,464.37","13,210.81","19,308.19","20,181.61"
Tasmania,6,Manufacturing,C,Supply,Return flows (b),ML, np , np , np ,"29,232.76","29,376.48", np ,"27,491.77","28,416.30"
Tasmania,6,Electricity and gas supply,D,Supply,Return flows (b),ML,"32,804,156.21","30,854,486.02","35,367,561.88","36,106,661.93","36,158,435.75","40,508,628.58","32,877,914.00","33,458,706.00"
Tasmania,6,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,"46,002.00","45,080.00","51,302.00","45,673.00","44,243.00","45,701.00","47,820.00","53,351.00"
Tasmania,6,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,1.7723,1.1235, - , - , - , np , - , - 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Supply,Return flows (b),ML,"32,850,159.98","30,899,567.14","35,418,863.98","36,152,335.08","36,202,678.87", np ,"32,925,734.11","33,512,057.10"
Tasmania,6,Other industries,E -S,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Tasmania,6,Total industry,Total industry,Supply,Return flows (b),ML,"32,893,768.31","30,938,141.41","35,462,734.74","36,196,950.09","36,243,519.73","40,596,528.40","32,972,534.07","33,560,655.00"
Tasmania,6,Households (e),HH,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Tasmania,6,Environment,Environment,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total,Total,Supply,Return flows (b),ML,"32,893,768.31","30,938,141.41","35,462,734.74","36,196,950.09","36,243,519.73","40,596,528.40","32,972,534.07","33,560,655.00"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Use,Surface water,ML,"154,918.76","182,224.38","139,617.55","148,905.34","158,946.21","165,219.70","186,993.53","172,240.21"
Tasmania,6,Mining,B,Use,Surface water,ML,"21,395.04","16,873.86","22,792.93","23,288.45","16,755.86","19,340.98","28,435.99", np 
Tasmania,6,Manufacturing,C,Use,Surface water,ML,"22,841.68","21,194.48","21,336.32","21,970.41","22,029.95","20,807.52","19,297.63", np 
Tasmania,6,Electricity and gas supply,D,Use,Surface water,ML,"32,804,156.21","30,854,486.02","35,367,561.89", np , np , np , np , np 
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,"124,803.09","172,558.77","159,950.12","183,315.22","195,954.07","233,016.20","223,840.23","236,121.00"
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Surface water,ML,181.3883,109.4862,2.3961, np , np , np , np , np 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Use,Surface water,ML,"32,929,140.69","31,027,154.28","35,527,514.41","36,289,985.86","36,354,396.32","40,741,649.36","33,101,758.46","33,694,828.84"
Tasmania,6,Other industries,E -S,Use,Surface water,ML,74.4266,820.0874,596.7117,"2,900.77","2,835.95","2,147.89","2,107.98","2,297.41"
Tasmania,6,Total industry,Total industry,Use,Surface water,ML,"33,128,370.60","31,248,267.09","35,711,857.92","36,487,050.83","36,554,964.29","40,949,165.45","33,338,593.59","33,920,492.48"
Tasmania,6,Households (e),HH,Use,Surface water,ML, na , na , na , na , na , na , na , na 
Tasmania,6,Environment,Environment,Use,Surface water,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total,Total,Use,Surface water,ML,"33,128,370.60","31,248,267.09","35,711,857.92","36,487,050.83","36,554,964.29","40,949,165.45","33,338,593.59","33,920,492.48"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Use,Groundwater,ML,"18,024.04","18,548.99","19,290.45","21,915.62","20,559.65","24,147.37","20,592.81","18,796.47"
Tasmania,6,Mining,B,Use,Groundwater,ML, np ,"3,202.94", np ,"3,403.28","3,215.62","3,624.47","5,148.70", np 
Tasmania,6,Manufacturing,C,Use,Groundwater,ML,"6,310.85", np ,"10,530.93","9,938.71","10,019.30","10,783.72","10,675.74", np 
Tasmania,6,Electricity and gas supply,D,Use,Groundwater,ML, - , - ,2.1795, np , np , np , np , np 
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,248,248,237,273,278,174,133,145
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML, - , - , - , np , np , np , np , np 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Use,Groundwater,ML,248,248,239.1984,275.0579,280.1855,176.6301,135.3965,147.3045
Tasmania,6,Other industries,E -S,Use,Groundwater,ML, np , np , np ,14.337,14.0166,10.6159,10.4187,11.3549
Tasmania,6,Total industry,Total industry,Use,Groundwater,ML,"28,080.54","30,113.50","33,546.14","35,547.01","34,088.78","38,742.80","36,563.06","33,847.67"
Tasmania,6,Households (e),HH,Use,Groundwater,ML, na , na , na , na , na , na , na , na 
Tasmania,6,Environment,Environment,Use,Groundwater,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total,Total,Use,Groundwater,ML,"28,080.54","30,113.50","33,546.14","35,547.01","34,088.78","38,742.80","36,563.06","33,847.67"
Tasmania,6,"Agriculture, forestry and fishing (d)",A,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Mining,B,Use,Sea water for desalination,ML, - , np , - , - , - , - , - , - 
Tasmania,6,Manufacturing,C,Use,Sea water for desalination,ML, - , np , - , - , - , - , - , - 
Tasmania,6,Electricity and gas supply,D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML, - , - , - , - , - , - ,10, - 
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Tasmania,6,"Total Electricity, gas, water and waste services",D,Use,Sea water for desalination,ML, - , - , - , - , - , - ,10, - 
Tasmania,6,Other industries,E -S,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Tasmania,6,Total industry,Total industry,Use,Sea water for desalination,ML, - , - , - , - , - , - ,10, - 
Tasmania,6,Households (e),HH,Use,Sea water for desalination,ML, na , na , na , na , na , na , na , na 
